Show,Text
MJ One,"Definitely go see this show. I cried, I  cheered, and I  danced in my seat. I  would pay top dollar to see it again. Loved it!!!"
MJ One,Tip: the Delano is the closest entrance to the theatre for taxi drop off. If you like MJs music youll enjoy the show. The theatre is not very large and the majority of seats offer a good view.
MJ One,Amazing!!!! Ive seen this show twice and I enjoyed it both times. Im a fan of Michael Jackson but even if youre not I think you will still enjoy the show:) the tickets are a little pricey but the theater is not that big so even if you get the less expensive seats you will be able to see the stage with no problems.
MJ One,"Hiya 

Recently watched this show! Truly amazing...

I personally didnt care too much for the white characters choreography but the evil guys in the red fits were sick; main characters were cool; thriller was my FAVORITE; acrobatics were AMAZING; a little hard to understand the nerd characters transformation; hologram was sick

Overall amazing show

A must see for any MJ fan"
MJ One,"if the tickets were cheaper id give it another star. i just found the storyline incomprehensible and the Cirque du Soleil experience lacking.  the music was great, dancing was great and the hologram was cool.  not worth the price though."
MJ One,"Viewed on 5/26/2014

Let me start off this review with a huge caveat: I am a huge MJ fan, and my expectations are probably way higher than they should be for this show, or anything with Michael Jacksons name.

The show was just OK in my opinion. I understood and appreciated all of the imagery (tabloid junkies, the misfit children etc) but I just did not think the show lived up to the hype. The hologram was just OK as well (Man in the Mirror). It was not the second coming of MJ, as vehemently described by some people. Perhaps the hologram effect was dulled by the fact that I was sitting off center from the stage. Overall, an OK experience. I feel like I just watched an extended version of Michael Jackson: Moonwalker with tons of LEDs and acrobatics. Some good parts of the show were The Billie Jeans (LED dancers) and the Thriller act. I could have done without the hat juggling and the the magic trunk act, although the contortion dancing was excellent during Human Nature. I wouldve simply preferred an updated anthology without the storyline. This show is nowhere near the best show on the strip.

Overall, very underwhelming."
MJ One,"definitely for the MJ fan. i myself liked his music but wasnt obsessed or anything. 2 other guests i went with were on the same boat while my boyfriend could care less. 

well... we all ended up leaving TOTALLY feeling the MJ vibe. from the point you get your ticket to the point you get your souvenir at the gift store, you just keep feeling like hes all around you. you feel like hes still present there with you.

the music is great, the virtually covered all his top songs and little snippets of almost what felt like everything else. the performance was definitely entertaining. lots of stuff going on... my favorite part was when the whole theater went black except for their suits!!!  

the show was about 1.5hrs &amp; was a totally fun show but if youre looking for super crazy acrobatics i think there are a few other cirque shows that are better. this felt almost like a concert/rave. a lot to focus on but entertaining. just not the regular cirque skill that im used to experiencing for the same high price.

definitely for the MJ fan, not so much the cirque show fan"
MJ One,"I took my nephew and niece here on Saturday July 19th.  Ive been to several Cique du Soleil shows and they are all very good but this one was my favorite.  My nephew is a big fan of MJ fan and he thought it was amazing.  Just the halogram of MJ alone through out the show was fantastic.  They played all his greatest hits, as usual with all the Cirque du Soleil shows, the acrobatics were fantastic.  This tribute to MJ is very emotional, we noticed alot of the audience members were in tears.  This is definitely a must see when in Vegas.  Just a side note:  most of these venues are not that big so there are really no bad seats in the house...just buy the cheapest tickets."
MJ One,"Takes entertainment to the next level!!
i sat in first row &amp; could not tell fact from fiction as the grand finale of man in the mirror unfolded!!
My first cirque show glad I went for the best! loved MJ s music combined with the dancing, visuals, acrobats &amp; the stage effects! Mix was perfect! and of course the trench coat papparazis were embarassing &amp; entertaining!! 
Must see for everyone!"
MJ One,"First let me say I came into this show thinking Michaels music with a bunch of dancing; Why the HECK do I want to pay for that? After the show ,I am glad I did.  This performance actually makes me want to go see Beetles Love. Ive been avoiding that show as well for the same reason.  

Also big thank you to the usher that brought me a set of earplugs.  You showed true customer service by paying attention to the audience.  I greatly appreciated it."
MJ One,"Awesome show!! So much fun. I suggest sitting near the front of the second level to get the full affect. Our seats were 6th row, lower level which was an amazing view, but would have liked to have been back a little further to get the full affect of the lightening."
MJ One,The most awesome show if you love music dancing and performance art!!!! This show has it all and it brings you back to when you were young listening to Michael Jackson and the desire to see him live. The show has a ton going on but also has a story to go along with it. The dancers are true pros and extremely talented. I would see it again in a second!!!
MJ One,"I was very excited to go see this show because the preview looked so awesome before it even was at MBH but I ended up being quite disappointed. 

First, what made my experience that much more worse was that there was a lady with big poofy hair that couldnt seem to sit still. She was constantly moving forward, leaning over to talk to her friend, leaning back and forth. And the way the seats were, her hair basically blocked majority of the main stage so I missed a lot of what was going on. 

When the show first started, it reminded me of LOVE in that it seemed like they were ants just running around on stage with no coordination. I dont like shows like that at all. Meaningless. 

Some parts of the show I really enjoyed because the music was awesome and there was actual dance to see. It be better if there was more of the dance part with more of his hit songs. Half of them Ive never heard of (mainly the slow songs). 

The 3 scenes that I remembered from the show that I really liked was 1) at the end with somewhat like a hologram of MJ singing and dancing on stage with the other cirque performers, 2) I think Smooth Criminal song was playing and they were in these all black outfits with colorful lights and 3) I forgot what song was being played but it was behind a screen so all you see were shadows of the performers doing really cool shadow effects. 

We sat on the right side of the room and the speakers were just way too loud. I mean Ive sat in other theaters where I was near the speakers and it wasnt as crazy ear popping loud as this theater. Maybe because its smaller or something, Im not really sure. Although Lion King was in the same theater and I was perfectly fine with the sound. 

All in all, I didnt enjoy this show as much as I thought I would. A bit overrated IMO. I thought the way Elvis was made was much more enjoyable, not to mention, seating was way better."
MJ One,Worst show I have ever seen. Waste of my time and money. $130 a ticket for bad dancing and nothing that resembled Michael!!!  I would love a refund!!!!!
MJ One,Amazing show! We went for a special anniversary weekend and had a blast. We had great time and very impressed with the performers.
MJ One,"Amazing show, no time to even applaud the performers, the show was around 2 hours long, with a wide variety of acrobatics and dances. Highly recommended."
MJ One,"This was my first Cirque show, and if its any indication of what Cirque is all about, you can bet your ass Ill be watching all of them before I die.

Cant say enough incredible things about this show. A remarkable synergy of human performance, artistry, and tech, made even more amazing by incredible music. I cant remember the times I said wow while watching the performers do impossible feats of strength or defy gravity. My words really cannot do justice to this show. Honestly, youve gotta see it to understand.

Its simply amazing."
MJ One,"Greatest thing about this show is that the performers look and act like its the first show theyve ever done.  So much fun for the family and I.

Would highly recommend it."
MJ One,Whether you are an MJ fan or not this show is a must see. The best of all the Cirque shows for sure. Im a diehard MJ fan and this was the best mash up of his songs and dances that  Ive seen. I would see this show every time I come back to Vegas. There are a lot of acrobatics and dancing and one cool pole scene for dirty Diana. Polers everywhere would love the performance. MJ would be proud.
MJ One,"BEST THING I HAVE EVER SEEN, not kidding. I saw at least 10 different one of a kind talents/shows all wrapped into one long production of awesomeness. I am not the show type but this blew my mind and has me interested in checking out other Cirque shows. 

I literally cant say enough about this show, it is a MUST see, would have paid 5 times the price for the ticket in hindsight. Seriously go!!!"
MJ One,Wow the wife and I saw 7 shows over 9 days and this is by far the best the Beatles would be second then Carrot Top And he was F***ing hilarious Fantasy was Awesome the wife loved it. Blue Man Group was Ok it was my first time felt that I was expecting more I feel I saw the show before and I never seen the show other than tv shows clips or Commercials. O is horrible we thought it would be more acrobatics and not synchronized dancing and swimming with a lot of guys in womens clothes just not in to that. And Mat Franco is by far the worst show in Vegas Thanks America I will never watch that show hint its in his jacket and if Magic doesnt require a jacket then dont have one on its the desert wear a T-shirt
MJ One,"Absolutely Phenomenal. Best cirque I have ever seen. Amazing choreography and special effects. The highlight is a Michael Jackson hologram performing with the Cirque cast that was incredible.  
A must see Cirque!"
MJ One,"I felt a bit ripped off for the following reasons: 1. No one was able to pull off a decent moon walk 2. Asynchronous and unimpressive choreography. Felt like a high school talent show. 3. No MJ. Misleading marketing. Had I known there wont be an MJ I wouldnt have bought the front seats. 4. The stunts seemed out of place and inconsistent with the MJ theme. 5. Chinese character with martial art choreography? Does this really encapsulate MJ?

More importantly, the overall direction of the show seems misplaced. Most of the audience were middle aged people who wanted to experience something remotely magical as if MJ was there performing in front of them. Instead we get a bunch of high schoolers dancing to MJ music with a bare resemblance of MJs classic moves. Speaking of dance moves, I expected something similar to Youtube dance covers by amateurs- not as perfect as the real thing but something that most would consider impressive. However, in terms of choreography I would rate the performance above high school talent show and below Youtubers.  Then again, my expectation was something near Jabbawockeez in respect to precision and coordination. Lastly, all the technology they implemented were unoriginal and were  better executed by other performers in the industry.

As a die hard fan of MJ for 18+ years, this was a huge let down and tarnishes Michaels name. The aquarium at the Mandalay Bay was far more worth the money."
MJ One,"As good a show as it is over-rated.  Three stars on YELP = A-OK, and so I give ONE a 3.5.  And I had optimal center seats about ten rows back.

This show is tricky to review, so bullet points --

1.  Its not much of a Cirque.  But neither is Beatles LOVE.  And thats fine by me.  Its a Cirque Musical Production, similar to the late Elvis show but far more cohesive.  Beatles LOVE does this genre best -- and ONE is a distant second.

2.  Im a fan of Jacksons best music but not much of a fan of the personality.  The people who are raving here are likely fans of both, as in, anything with Michael on it or in it or even near it is AWESOME.  Me?  Its the music mostly.  And so --

3.  -- the music choices, sequence, and remixes were mostly top notch.  Honestly.  I learned a few songs I didnt know and enjoyed some reinvigorated songs like CAN YOU FEEL IT -- really a Jacksons song but who cares?

What lacked in the music was that sometimes there was too much sound.  A reviewer below says he walked out.  I understand why.  

At times -- especially during the second song -- the production was a wall of noise instead of a Jackson wall of sound.  Theres a difference and IT MATTERS.  And during these everything and the kitchen sink moments the volume was on Spinal Tap 11.  Utterly juvenile.  And sad.

Theres a reason why most of this music went worldwide.  Cirque went sometimes went overboard remixing and needs to come back a little.  Yeah, I get it, you have a subwoofer the size of a navel submarine under the seats.  So what?  Take it down a notch, Cirque.

So, overall, the music is why you see this show.  The production values --

4.  -- were a mess.  Stevie Wonder could do a better job.  It was like a militia from a noir sci-fi movie was blended on high with a gay pride parade... and the lid came flying off.  

Any five seconds of Cirque O compared to ONE and you realize the ONE production designers should have been fired.  Presuming any were hired.  

(To be fair, there were some amazing design moments.  A number done in the shadows was what made me aware of how garish the remainder of the show was.  And there was a... umm... costume design worth the price of admission.)

What was also weird about ONE was the show was oddly.... dinky.  Big sound, yes, but small cast, small stage.  It reminded me of OVO or TOTEM sized tent shows -- which isnt Vegas impressive.  (Kinda scammish, really.)

There was an issue with women in this show too.  Two MJ songs scream for fabulous babes:  THE WAY YOU MAKE ME FEEL and DIRTY DIANA.   The women that appeared leaned a little too close to drag queens... echoing a theme by the guitarist I shall refer to here as Goldmember.  What Im trying to say here is that in a city full of knockout women... why did this show present... second rate babes?   And a lady who was a dead ringer for Ellen Degeneres?  It was just... strange.

There WAS a dude dancer worth half your ticket admission price.  I wont give him away, but lets just say hed be awesome in a PLASTIC MAN movie.    The thing is they kinda reused him once or twice, and again, Im like is this a tiny tent show or a Vegas event?

The word mess must be examined again.  Sorry fans, but MJ the man was a bit of a mess in his later decades.  And so the fact the show reflects this isnt the worst thing to happen to ONE.  The problem is that Cirque has been producing lots of messes recently -- and so I fear this wasnt an artistic choice but another trip down Viva Elvis or Iris or Zarkana lane.

A bad show?  No.  But it had bad Vegas show elements.  If youre in Vegas and a show is blasting hot flame to spice things up... its because theyre afraid you have fallen asleep.   Cirque O has flames, yes, but if you know the show its very artful. 

And so, again:  3.5 stars.  Oh, and since Ive seen every Cirque show in Vegas, it goes like this --

Cirque O is the best show, providing you see it in the best seats.  Center, about ten rows back.  

Beatles LOVE is second.  Not so Cirque but oh so Magical Mystery Tour.  You can see this show more than once from different seats.  Awesome.

Id say ONE and MYSTERE tie for third depending upon your taste."
MJ One,"This show is so beautiful. I highly recommend this show. If youre an old fan, or new fan, you will be amazed by the whole performance and you also get to enjoy his music."
MJ One,"Low on acrobatics, but high on entertainment. This is by far, one of my favorite cirque shows!  Its a trip back to memory lane and a heart pounding 90 minutes that will have you on the edge of your seat.  

Theres a lot to appreciate about this show -- the sound, the stage, the set, the costumes, the incredible dancers, the (reproduction?) of MJs music, etc... So much to appreciate that I would even recommend it to those who arent a huge fan of MJ."
MJ One,"Ok, overall a good show. Very upbeat. But, way too intense for (my) kids. Probably about 30 mins of it they would love. 

The MJ Holograms were incredible, as were some of the performers. Some seemed to serve no purpose though (guitar player woman). 

The show definitely seemed to be trying too hard at times. The music would have been much better at about 75% of the level they were using. 

Ill stick with Beatles Love."
MJ One,"Amazing dancers, music and production. Really enjoyed this show and I really recommend it!"
MJ One,"The music is awesome. If youre a MJ fan you will love this show. 

The guitarist was over-utilized and if youre gonna have that part of the show integrated that often at least get a real guitar player. 

Chasing the glove had no entertainment value. 

The hologram number will give you chills and reminds you just how good of an entertainer MJ really was."
MJ One,"Excellent performance from the Cirque de Soleil talents. They re-lived MJs hits songs and dance numbers. Definitely worth every penny me and my husband spent! The best show we ever seen in Vegas by far! Got so excited when I saw MJ on hologram perform Man in the Mirror . Im coming back to see it again, this time Ill bring my kids."
MJ One,Seriously one of the most amazing shows I have ever seen.  I have gone twice just because it is that good.  There is so much going on during each performance that is is hard to pick one place to look.  The entire cast is incredibly talented.  The way the songs are incorporated in the story line and choreographed is fabulous.  Certain parts really evoke emotion in the audience.  Standing ovation every time.
MJ One,I dont know why this is getting some low reviews. I guess people wanted more acrobatics. I thought it had just enough acrobatics and tons of killer dancing which is what Michael Jackson is known for. Played all the hits. The effects were stunning and spectacular. I dont know more what people want. I thought it was fantastic. Id definitely see it again or recommend it to anyone. I even had the cheapest seats in the house and it was still great. The view was just fine even in the very back. Great sound. Great show. A+
MJ One,"An amazing show, probably the best that Vegas has to offer, from the dancers to the way everything was set up to actually seeing Michael dance himself, its a must go for all MJ fans"
MJ One,"Best show in Vegas - and it pains me to say that because I absolutely love Absinthe. But damn, this show gives you a SHOW!! If youre a big fan, and even if youre just a casual fan like me, of Michael Jackson, this show is for you. Youll find yourself singing along to the familiar soundtrack when your jaw isnt dropped from the amazing cirque performers, dancers, light shows and oh yeah the friggin hologram of MJ himself!

The show is the right balance of Michael Jackson and Cirque du Soleil. Perfect and everything I wanted in a Vegas show. My only complaint was I never knew where to look because there was always so much to see and take in.

Id check out the gift shop early because its a madhouse after the show. Oh and we bought the program which was worth it."
MJ One,"I love Cirque du Soleil. First time I was at the O show about ten years ago. After that I visit your shows every time I come to Las Vegas. For the past few years I was at O, Ka, Zumanity. 

5 March 2016 me and my wife went to The One show and we had a really bad experience. Our evening was completely ruined by the show staff. We never had any issues at Cirque du Soleil shows before but not this time.

Heres what happened:

We were in line for drinks at the bar at The One show. The bartender asked no ID of any people in the line and all other barmen did the same. Me and my wife are 35 years old but we are often asked IDs at different bars, this is fine, probably we look young. The line was long and we had only 5 minutes left until the beginning of the show so I prepared our IDs to save time. The barmen were rushing everybody in line - they were taking orders from the next people in line while the previous clients were still paying for their orders. When we made our order I handled my credit card and our IDs to the bartender. He asked if we had passports because he would not accept our IDs. Our IDs are issued in Ukraine but this is my 10th visit to US and I never (never!) had any issues with our IDs. I come to the US about 3 times a year. I rented many cars, booked hotels, went to numerous bars and restaurants with this same ID and nobody ever asked for my passport! This would be fine if the bartender did it in a friendly manner. However, the way the bartender behaved himself and how he was speaking to us was very rude, mean and unfriendly. I tried to explain something to him but he said that he will not sell us any drinks and said that we must move to the side. I asked him to call the manager. He replied to me I will not call the manager!. I asked why we need to show the passports since we showed valid IDs, he replied These are our rules, I asked were are those rules shown, he said that he will call the security and it will confirm his words and the rules. I asked to call the security (as he refused to call the manager). When the security guy came, everything repeated, the security asked for the passport and said again These are our rules. I asked to call the manager. They said they called the manager (though I am bot sure about it, I havent seen or heard them doing so). The show has already started, we waited for the manager for about 5 minutes, nobody showed up and we went inside the auditorium, we were late for the first act, had to make everyone in our row to stand up to let us pass (the rows at the theatre are very narrow, everybody must stand up to make pass). All the evening and the shaw itself was ruined and spoiled as me and my wife were so irritated by your unprofessional and mean staff that we could not relax and concentrate on the show.

I know something about clients service, bad managers and bad employees. This shows staff violated all basic rules of clients service:
- the bartender was mean, rude, behaved unpolitely
- he was rushing all the clients
- he refused to call the manager when I specifically asked him to do so
- he said these are rules and didnt even try to help me (at least he could ask if we had photos of our passports, which we had), staff must never say these are our rules, it is absolutely unprofessional, specially if the rule is stupid
- the rule, if it exists, is stupid
- there is no sign nor any document (like terms and conditions) in the bar saying that I need to show a passport instead of an ID (or together with the iD)
- the manager didnt show up (or maybe nobody even called him)

This ruined our evening. We were not able to calm down, relax, distract from the situation, the show went on but we were thinking about the situation whom and were to complain.

At the contrary I must mention that a few days earlier I went to O with my 5 years old kid and we had a pleasant experience at the bar. The bartender at O said that kids are not allowed in the bar but he did it in a very pleasant, friendly and professional manner. So not all staff at Cirque du Soleil is so rude. 

I wrote an e-mail to the customers support but havent yet received even an automatic reply I love Cirque du Soleil. First time I was at the O show about ten years ago. After that I visit your shows every time I come to Las Vegas. For the past few years I was at O, Ka, Zumanity."
MJ One,"Very nostalgic musical ensemble celebrating Michael Jacksons life going back to the Jackson Five thru the time of his death. It was an excellent performance although the action and movement among the circus performers was by far the least that I have ever seen in any other Cirque de Soleil. It was a nice space and great acoustics. I strongly recommend the show, particularly for Michael Jackson fans."
MJ One,"Wow. I grew up watching Michael Jackson. I got my first cassette tape when I was 5 in 1983 of Michael Jackson.  I dont normally like these dancing and performance shows but this is hands down best musical and dance performance. This is a must go. My only complaint is the music was extremely LOUD.  Tickets were pricey at $150 each but you can pay less. In my opinion, even if you bought the least expensive tickets, you can get just as a good of view if you bought the most expensive ticket."
MJ One,"AMAZING, BEAUTIFUL performers, very very immersive experience, worth every pennies!!! Best seats sit and watch is about 8th from the stage, centered, so you can get in all the view from front, sides, and back because the performers will come from every corners of the theater to give you that immersive experience."
MJ One,"Anyone who doesnt give this show Five Stars does not LOVE Michael Jackson.  Okay, you may LOVE him for Four Stars. Others may like him, enjoy him, but dont love him.  No spoilers will come from me here.

I will say that I was on the edge of my seat the entire show, in awe.  I laughed, I cried, I danced, it was an experience.  It ended and I wanted so much more.

Just enough Cirque, but so much MJ.  Tips, sit on an aisle, the back row of the front  floor level or the front row of the Balcony.  Be on time, they start on time, and you may have to wait to a pause in the action to be seated.  Theres no intermission, pee before, you dont want to miss a beat.

Next time Im in Vegas I will be back because this was one of the most amazing things I have ever seen."
MJ One,"If there were 10 stars to give, Id give them 11. This show was spectacular from beginning to end. The performers interacted with the audience before the show started and the theatre was small enough that it seemed like you couldnt miss anything no matter where you were. I didnt quite figure out the silver glove storyline, but it was not a deal breaker. The Dirty Diana quixotic  routine was my favorite."
MJ One,"We were lucky enough to get free tickets to this show.  We had incredible seats and had an even better view.  

Parking at Mandalay Bay wasnt a problem in the garage.  Just a small walk to get inside the casino itself and, off to find the One Theater.  After going the wrong way at first we finally gather our bearings and start moving in the right way.  We finally get to the theater, stand in line to check in, head upstairs to get to our seats and settle in for the show.

After a few minutes of being there the lights go down and the show starts. From start to finish we were thoroughly entertained.  From music to dancing it was non stop entertainment.  Not a dull moment or lag in the show.  Aerial acrobatics, trampoline and balance work, hologram Michael and a fantastic guitarist were just the highlights for me.

The show made me want to revisit my MJ collection.  Great performance and highly reccommended."
MJ One,"Wow.  I mean seriously,.. Wow.

Im not a new Cirque fan.  MJ One was my eighth Cirque show, and it is terrific.

The music is excellent.
The dancing is excellent at a world-class gymnastic level.
The effects are beyond excellent, including the best holographic projection Ive ever seen.

The show ran 1:40, and it felt like about 20 minutes.  You just get lost into the show.

The theatre was not built ground-up as a Cirque du Soliel site, which I had wondered if it would be a problem.  Nope.  Not a problem at all.

Dont sit closer than about Row 20, or youll miss some things going on behind you.

Oh, and if you cant talk your husband into going, drop the tidbit that during Dirty Diana there is the hottest pole dancer (clothed) in existence working three separate poles.

Ill go see it again the next time we go to Vegas."
MJ One,"Great show, definitely go if youre a Michael Jackson fan. Its well choreographed. They did all of his hits."
MJ One,Excellent show. Theres so much I liked its hard to put it in words. Its a sensory massage. The cast interaction with the audience was great.  I will see it again. The Michael Jackson hologram dance number was spectacular.
MJ One,Must see if youre a MJ fan.  Its a little pricy for tickets but the Billy Jean portion alone is worth the price of admission.
MJ One,"Pretty close to 5 stars, but they didnt play one of my MJ faves Rock With You. Nonetheless, it is one of the best Cirque shows Ive seen so far. 

Having been a Michael Jackson fan since I was a kid (owned Thriller on vinyl!), I knew I wanted to see this show. I had heard they had a previous Cirque show but never had a chance to watch it. So during our recent trip to Vegas, my boyfriend bought us tickets as a birthday present to me. We bought seats in Section 203, smack dab in the middle (and therefore middle in price), but most every seat in the house was amazing, including the ones in the very back.

I must be honest - its got great Cirque type acrobatic but I was more focused on the dancing and tribute to Michael himself. I literally was dancing in my seat the entire time. From Billie Jean to Thriller to Bad to Beat It, I was transported back to my youth and loved every second. I read somewhere that each seat has 3 speakers in them, so the music blasted loud throughout the theater (maybe too loud for some sensitive ears.) My favorite part had to be Man In The Mirror, which brought a few tears to my eyes since it made me realize how much musical/dance talent was lost when Michael passed. 

If you are a Michael Jackson fan, it is definitely a show to check out!"
MJ One,"Went to this show today with my wife. We needed to leave about 15mins in. The sound is just too LOUD. Its absolutely crazy. Im not sensitive to loud music and I have been to many concerts and shows before, but this was absolutely unbearable. My ears are still hurting. Under no circumstances bring your kids here. If you are seated in the middle sections its a severe threat to their long term health!!! Absolutely crazy. AVOID!! (the show itself wasnt that great either - Id say its cool if youre a Michael Jackson fan, everyone else can skip it. Totally overhyped)"
MJ One,"Oh my.  Im lost for words to describe this show.  It was beautiful, and I loved every minute of it.  

I used to be a HUGE Michael fan, I went to Dangerous tour back in 92 and 93 in Japan and also his 25 year reunion live in NY in 01.  Also, I love Cirque du Soleil -  my hubby and I enjoyed O, Ka, Zumanity, Love, and Mystere.  (O is still my favorite among those.)  So it might be only natural that I loved it so much.

If you think Michael is cool, and know his songs from his peak days like my husband, youll enjoy the show, but probably not as much as I did.  

The first thing I asked my hubby after the show was Did YOU enjoy it?  And his answer was Yeah, but probably not as much as you did.  It was good though!

One thing to note is that they did more recent songs that not many people are familiar with.  One of the songs that they did so beautifully and made me actually teared up was Stranger in Moscow, but I dont think my hubby even heard of that song before.  
 
I dont think They dont care about us or Scream has the same impact as Billy Jean or Thriller to some people.  

But like I said, if you are a fan, you will be amazed by what Cirque du Soleil did with his legacy.  Im always amazed by Cirque du Soleil, but this time, it was magical."
MJ One,"Wonderful show!  I am a huge Cirque fan!  This show is not a typical Cirque show but still breath taking.  I actually had chills while watching!  This show focuses on the Music (you are completely immersed in the music, there are speakers in front of you and in the head rest of your chair), dancing and choreography.  The dancers were amazing.  Everyone was completely in sync and the moves were impressive---perfectly fit with all the MJ hits.  I actually recommend that you sit in the upper section.  There are dancers all around.  I feel like I missed some of the action sitting close.

Like all Cirque shows, one time is not enough.  There is so much to see and look at during the show, there is no way to see it all in one viewing!  Bravo Cirque!"
MJ One,"Truthfully I almost fell asleep.

Im not sure if it was the huge Bacchanalia buffet I just had at Caesars or from just being tired after a long night out or if Im just not really a fan of Michael Jackson -- but this show was making me get some serious ZZzzzs!

There were certain song scenes that instantly made we wake up (or was that just when I forced myself to take big gulps from my ice water?) Also one of my favorite songs You are not alone barely had any play time. And finally, a lot of the dance sequences I feel like Ive seen on TV already - so it wasnt anything new.

Overall just average for a cirque show."
MJ One,"I Wanna Rock With You (All Night)
Dance You Into Day (Sunlight)
I Wanna Rock With You (All Night)
Were Gonna Rock The Night Away at...CIRQUE MICHAEL JACKSON ONE! - Michael Jackson (rock with you)

This is definitely the most popular Cirque show right now in Vegas. I guess they werent kidding when they said that this show consistently sells out; it was packed even during the 9:30 showing.

Its loud, its fun, embodies the spirit of MJ...dont want to spoil anything but this is the ONE show to watch!

A quick heads up after the show: the taxi line will get crowded fast so either haul your butt (good luck with high heels) or chill around for a bit for the crowd to settle."
MJ One,"One of the best Cirque/Franco Dragone shows Ive seen on the Strip, and Ive seen all except Zumanity, Zarkana, and Mystere.

Whether or not youre an MJ fan, prepare to be spellbound. I truly feel that ONE was successfully able to capture a part of MJs soul and execute it in visual and audio form. There were moments where it felt like Michaels ghost was there. 

See it. Its worth the $$$$. I cried...twice."
MJ One,"Had a great time seeing One this last weekend. This is the 3rd Cirque show I have seen and probably the most different of all of them. Usually Cirque is known for their death-defying and mind blowing aerobatics, but this show is more of a dance and performance show. There is definitely some amazing aerial work during Thriller, but that was really the extent of it in my opinion. That being said, a 90 minute show with great Micheal Jackson music, excellent dancing, and great visuals effects made this show a blast to watch!"
MJ One,"While not your typical cirque, still an amazing show! If youre looking for the crazy aerobatics, another show like O at the Bellagio might be better. 

However if you love the music, amazing dancing, crazy lights and effects then youll love it!

And as amazing as the dancers are - when theyre dancing with MJ - you know hes the king!"
MJ One,"The show was massive and enjoyable. They bring the show down the isle, close to the audience. The theater is beautiful and the seats are wide and comfortable. Id you are in Vegas a must see show."
MJ One,"Michael Jackson fan since childhood and this was a wonderful tribute to him and his music. The show covered music from the Jackson 5 days to his last songs - we were all singing and dancing in our chairs.  The set was amazing - beautiful designs, incredible special effects and the sound system was great. 

The storyline of the show was a bit corny and a couple of the dancers were off (which for the money they shouldnt have been!) BUT all in all it was a fantastic, fun show.  

Was it overpriced? totally - BUT not unlike any other entertainment youd spend money on from amusement parks to snacks at a movie theatre. It costs what it costs and when its over youre glad you were there."
MJ One,Small venue but still great show.  The music and show was outstanding.  Dont waste money on the high priced seats.  They are all good.
MJ One,"As a life-long, hardcore but not weirdly insane, MJ fan, I was super excited and grateful to have had the opportunity to see MJ ONE this week. Overall, it was an amazing experience.

From a Cirque perspective, it was a bit light on the acrobatics and featured more dancing, which I can understand, but I was hoping for more of the jaw-dropping stuff we all know Cirque performers are capable of doing. Not to diminish the impressive physicality of this show... its quite good, but I think there could be more WHOA. The dancer who recreates MJs signature moves is phenomenal though. His flexibility and grace on stage is beautiful.

From a MJ fan perspective, nothing will ever match or even meet Michaels ability and energy on stage, and while its phenomenal to hear his music in a theatre, itll always be a reminder hes no longer here. Personally, its an emotional experience, especially seeing other people appreciate and enjoy his work. But the bittersweet element cant be dismissed. MJ should still be here, creating and delighting and inspiring, and enjoying the impact his work continues to make on the world.

Lastly, I wanted to buy everything in the MJ ONE store. No self-restraint. Its good stuff. Id like to see a bigger pre-show exhibit, too, although Im guessing that would take away gaming floor space. Also, if the soundtrack for ONE is different than the Immortal soundtrack, release it! Please!"
MJ One,"Weve been great fans and seen every production of the Cirque du Soleil portfolio over many years. This was notably different, weaker on the artistic touches and whimsy, seemingly attempting to compensate by increasing the music volume to uncomfortable levels. This may work in Las Vegas but likely would not survive reviews by Cirque fans if taken on the road. Disappointing."
MJ One,"I was a big fan of Michael Jackson growing up and this show Does a great job of honoring his talent.  The lights, dancing, music, no detail is left out.  Who ever put this show together is so creative and amazing.  Best show I have been to in Vegas.  All the seats in the great with a great view of the stage and all the theatrics dropping from the ceiling.   Go and enjoy the blending of music from the 70 to present day."
MJ One,"Another Cirque show that is worth seeing. Its not your typical Cirque show. The music was good the effects were fantastic. It brought back a lot of memories. I enjoyed how they tied the Music and the theme of the Jackson Five. However, I was expecting more acrobatics, which Cirque is famous for, rather than the dance factor. The show is definitely worth seeing."
MJ One,"Michael Jackson ONE by Cirque du Soleil at Mandalay Bay is such a good show.  I saw it tonight and it was even better than I expected.  This coming from someone who has never really been too interested in Michael Jacksons work.

The show was really amazing from top to bottom.  I dont have any real complaints besides we sat 2nd row from the stage which might have been a bit too close to take it all in. The show lasted 90 minutes but definitely did not drag on. The 90 minutes went by fast.  Great production!"
